image_name,place,date,label,scene
i0052.jpg,Xpu-Ha,9/12/2022,bajo,playa
i0053.jpg,Cancún,9/10/2022,nada,mar
i0054.jpg,Xpu-Ha,9/8/2022,bajo,playa
i0055.jpg,Xpu-Ha,9/8/2022,moderado,playa
i0056.jpg,Xpu-Ha,9/1/2022,abundante,playa
i0057.jpg,Xpu-Ha,9/1/2022,abundante,playa
i0058.jpg,Xpu-Ha,8/23/2022,bajo,playa
i0060.jpg,Cancún,8/25/2022,moderado,playa
i0061.jpg,Tulum,9/7/2022,bajo,playa
i0062.jpg,Tulum,9/7/2022,bajo,playa
i0063.jpg,Xpu-Ha,9/7/2022,abundante,playa
i0064.jpg,Xpu-Ha,9/7/2022,abundante,playa
i0065.jpg,Xpu-Ha,9/7/2022,abundante,playa
i0066.jpg,Xpu-Ha,9/7/2022,abundante,playa
i0067.jpg,Playa del Carmen,9/7/2022,nada,playa
i0068.jpg,Playa del Carmen,9/7/2022,nada,playa
i0069.jpg,Playa del Carmen,9/7/2022,nada,playa
i0070.jpg,Tulum,9/5/2022,nada,playa
i0071.jpg,Tulum,9/5/2022,moderado,playa
i0072.jpg,Tulum,9/5/2022,moderado,playa
i0073.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0074.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0075.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0076.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0077.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0078.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0079.jpg,Xpu-Ha,9/5/2022,moderado,playa
i0080.jpg,Akumal,9/4/2022,bajo,playa
i0083.jpg,Akumal,9/4/2022,moderado,playa
i0085.jpg,Akumal,9/4/2022,bajo,playa
i0086.jpg,Akumal,9/4/2022,abundante,playa
i0087.jpg,Chuburná Puerto,8/27/2022,nada,mar
i0090.jpg,Chuburná Puerto,8/27/2022,nada,mar
i0091.jpg,Chuburná Puerto,8/27/2022,nada,mar
i0092.jpg,Xpu-Ha,8/29/2022,moderado,playa
i0093.jpg,Xpu-Ha,8/29/2022,moderado,playa
i0094.jpg,Puerto Morelos,8/27/2022,nada,mar
i0095.jpg,Cancún,8/27/2022,nada,playa
i0096.jpg,Akumal,8/26/2022,nada,aerea
i0097.jpg,Akumal,8/23/2022,moderado,playa
i0098.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0099.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0100.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0101.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0102.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0103.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0104.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0105.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0106.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0107.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0108.jpg,Playa del Carmen,8/22/2022,excesivo,aerea
i0109.jpg,Xpu-Ha,8/22/2022,bajo,playa
i0110.jpg,Cancún,8/21/2022,nada,playa
i0111.jpg,Xpu-Ha,8/21/2022,bajo,playa
i0112.jpg,Xpu-Ha,8/21/2022,bajo,playa
i0113.jpg,Xpu-Ha,8/21/2022,bajo,playa
i0114.jpg,Xpu-Ha,8/21/2022,moderado,playa
i0115.jpg,Cozumel,8/13/2022,nada,aerea
i0116.jpg,Playa del Carmen,8/13/2022,excesivo,aerea
i0117.jpg,Playa del Carmen,8/13/2022,excesivo,aerea
i0118.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0119.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0120.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0121.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0122.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0124.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0126.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0129.jpg,Playa del Carmen,8/13/2022,abundante,aerea
i0131.jpg,Cancún,8/12/2022,bajo,playa
i0133.jpg,Cancún,8/12/2022,bajo,playa
i0136.jpg,Cancún,8/12/2022,bajo,playa
i0137.jpg,Xpu-Ha,8/11/2022,bajo,playa
i0138.jpg,Xpu-Ha,8/11/2022,bajo,playa
i0139.jpg,Xpu-Ha,8/11/2022,bajo,playa
i0140.jpg,Xpu-Ha,8/11/2022,bajo,playa
i0141.jpg,Xpu-Ha,8/9/2022,bajo,playa
i0142.jpg,Xpu-Ha,8/9/2022,bajo,playa
i0143.jpg,Xpu-Ha,8/9/2022,bajo,playa
i0144.jpg,Xpu-Ha,8/9/2022,bajo,playa
i0145.jpg,Cancún,8/5/2022,excesivo,playa
i0147.jpg,Playa del Carmen,8/5/2022,excesivo,playa
i0148.jpg,Playa del Carmen,8/3/2022,excesivo,playa
i0149.jpg,Cancún,8/2/2022,nada,aerea
i0150.jpg,Playa del Carmen,7/17/2022,bajo,playa
i0164.jpg,Cancún,7/24/2022,nada,playa
i0165.jpg,Cancún,7/24/2022,abundante,playa
i0166.jpg,Akumal,7/15/2022,abundante,playa
i0167.jpg,Akumal,7/15/2022,bajo,playa
i0168.jpg,Akumal,7/15/2022,bajo,playa
i0169.jpg,Akumal,7/15/2022,bajo,playa
i0170.jpg,Akumal,7/15/2022,bajo,playa
i0171.jpg,Xpu-Ha,7/21/2022,bajo,playa
i0172.jpg,Xpu-Ha,7/21/2022,bajo,playa
i0173.jpg,Xpu-Ha,7/21/2022,bajo,playa
i0174.jpg,Akumal,7/21/2022,bajo,playa
i0175.jpg,Akumal,7/21/2022,bajo,playa
i0176.jpg,Akumal,7/21/2022,bajo,playa
i0177.jpg,Cancún,7/19/2022,nada,playa
i0178.jpg,Akumal,7/17/2022,moderado,mar
i0179.jpg,Akumal,7/17/2022,bajo,playa
i0180.jpg,Akumal,7/17/2022,bajo,playa
i0181.jpg,Akumal,7/17/2022,bajo,playa
i0182.jpg,Akumal,7/17/2022,bajo,mar
i0183.jpg,Akumal,7/17/2022,bajo,playa
i0184.jpg,Akumal,7/17/2022,bajo,mar
i0185.jpg,Xpu-Ha,7/13/2022,bajo,playa
i0186.jpg,Xpu-Ha,7/13/2022,moderado,playa
i0187.jpg,Xpu-Ha,7/16/2022,bajo,playa
i0188.jpg,Xpu-Ha,7/17/2022,bajo,playa
i0189.jpg,Xpu-Ha,7/18/2022,bajo,playa
i0191.jpg,Cancún,6/26/2022,excesivo,aerea
i0192.jpg,Cancún,6/26/2022,excesivo,playa
i0193.jpg,Cancún,6/26/2022,excesivo,mar
i0194.jpg,Cancún,6/26/2022,abundante,playa
i0195.jpg,Cancún,6/26/2022,excesivo,mar
i0196.jpg,Cancún,6/26/2022,excesivo,playa
i0198.jpg,Xpu-Ha,7/13/2022,bajo,playa
i0199.jpg,Xpu-Ha,7/13/2022,bajo,playa
i0200.jpg,Xpu-Ha,7/13/2022,nada,playa
j0001.jpg,cancun,8/18/2019,bajo,playa
j0002.jpg,cancun,1/20/2023,abundante,aerea
j0003.jpg,cancun,1/21/2023,excesivo,aerea
j0004.jpg,cancun,1/22/2023,abundante,aerea
j0005.jpg,cancun,1/23/2023,abundante,aerea
j0416.jpg,playa del carmen,8/9/2019,abundante,playa
j0417.jpg,playa del carmen,8/9/2019,abundante,playa
j0418.jpg,cancun,8/9/2019,nada,aerea
j0419.jpg,cozumel,8/9/2019,abundante,playa
j0420.jpg,playa delfines,8/10/2019,nada,playa
k0005.jpg,desconocido,desconocido,nada,mar
k0006.jpg,desconocido,desconocido,nada,mar
k0007.jpg,desconocido,desconocido,nada,mar
k0008.jpg,desconocido,desconocido,nada,playa
k0010.jpg,desconocido,desconocido,nada,playa
k0011.jpg,desconocido,desconocido,nada,playa
k0012.jpg,desconocido,desconocido,bajo,playa
k0013.jpg,desconocido,desconocido,bajo,playa
k0014.jpg,desconocido,desconocido,nada,playa
k0015.jpg,desconocido,desconocido,bajo,playa
k0017.jpg,desconocido,desconocido,moderado,playa
k0018.jpg,desconocido,desconocido,bajo,playa
k0021.jpg,desconocido,desconocido,abundante,playa
k0022.jpg,desconocido,desconocido,bajo,playa
k0023.jpg,desconocido,desconocido,bajo,playa
k0024.jpg,desconocido,desconocido,abundante,playa
k0025.jpg,desconocido,desconocido,moderado,playa
k0026.jpg,desconocido,desconocido,abundante,playa
k0027.jpg,desconocido,desconocido,abundante,playa
k0028.jpg,desconocido,desconocido,nada,playa
k0031.jpg,desconocido,desconocido,nada,playa
k0032.jpg,desconocido,desconocido,nada,playa
k0036.jpg,desconocido,desconocido,nada,playa
k0037.jpg,desconocido,desconocido,nada,playa
k0038.jpg,desconocido,desconocido,nada,playa
k0039.jpg,desconocido,desconocido,moderado,playa
k0040.jpg,desconocido,desconocido,moderado,playa
k0041.jpg,desconocido,desconocido,moderado,playa
k0042.jpg,desconocido,desconocido,nada,playa
k0043.jpg,desconocido,desconocido,nada,playa
k0045.jpg,desconocido,desconocido,nada,playa
k0046.jpg,desconocido,desconocido,excesivo,playa
k0047.jpg,desconocido,desconocido,nada,playa
k0048.jpg,desconocido,desconocido,excesivo,playa
k0049.jpg,desconocido,desconocido,nada,mar
k0050.jpg,desconocido,desconocido,bajo,playa
k0051.jpg,desconocido,desconocido,bajo,playa
k0053.jpg,desconocido,desconocido,nada,playa
k0055.jpg,desconocido,desconocido,bajo,playa
k0056.jpg,desconocido,desconocido,bajo,playa
k0058.jpg,desconocido,desconocido,nada,playa
k0059.jpg,desconocido,desconocido,nada,playa
k0060.jpg,desconocido,desconocido,nada,playa
k0061.jpg,desconocido,desconocido,nada,playa
k0062.jpg,desconocido,desconocido,nada,mar
k0063.jpg,desconocido,desconocido,nada,playa
k0064.jpg,desconocido,desconocido,bajo,playa
k0067.jpg,desconocido,desconocido,moderado,playa
k0070.jpg,desconocido,desconocido,moderado,playa
k0071.jpg,desconocido,desconocido,moderado,playa
k0072.jpg,desconocido,desconocido,nada,playa
k0074.jpg,desconocido,desconocido,nada,mar
k0075.jpg,desconocido,desconocido,nada,mar
k0076.jpg,desconocido,desconocido,nada,playa
k0077.jpg,desconocido,desconocido,nada,playa
k0078.jpg,desconocido,desconocido,nada,mar
k0079.jpg,desconocido,desconocido,nada,playa
k0080.jpg,desconocido,desconocido,nada,playa
k0082.jpg,desconocido,desconocido,nada,playa
k0083.jpg,desconocido,desconocido,nada,playa
k0084.jpg,desconocido,desconocido,nada,playa
k0085.jpg,desconocido,desconocido,nada,playa
k0087.jpg,desconocido,desconocido,nada,playa
k0089.jpg,desconocido,desconocido,nada,playa
k0090.jpg,desconocido,desconocido,nada,playa
k0092.jpg,desconocido,desconocido,nada,playa
k0093.jpg,desconocido,desconocido,nada,playa
k0094.jpg,desconocido,desconocido,nada,playa
k0095.jpg,desconocido,desconocido,nada,playa
k0096.jpg,desconocido,desconocido,nada,playa
k0097.jpg,desconocido,desconocido,nada,playa
k0098.jpg,desconocido,desconocido,nada,playa
k0099.jpg,desconocido,desconocido,nada,playa
k0100.jpg,desconocido,desconocido,nada,playa
k0101.jpg,desconocido,desconocido,nada,playa
k0102.jpg,desconocido,desconocido,nada,playa
k0103.jpg,desconocido,desconocido,nada,playa
k0104.jpg,desconocido,desconocido,moderado,playa
k0105.jpg,desconocido,desconocido,nada,playa
k0106.jpg,desconocido,desconocido,nada,playa
k0107.jpg,desconocido,desconocido,nada,playa
k0108.jpg,desconocido,desconocido,nada,playa
k0110.jpg,desconocido,desconocido,bajo,playa
k0112.jpg,desconocido,desconocido,nada,playa
k0113.jpg,desconocido,desconocido,nada,playa
k0114.jpg,desconocido,desconocido,nada,playa
k0115.jpg,desconocido,desconocido,nada,playa
k0116.jpg,desconocido,desconocido,nada,playa
k0117.jpg,desconocido,desconocido,nada,playa
k0118.jpg,desconocido,desconocido,nada,playa
k0119.jpg,desconocido,desconocido,nada,playa
k0120.jpg,desconocido,desconocido,nada,playa
k0121.jpg,desconocido,desconocido,nada,playa
k0122.jpg,desconocido,desconocido,nada,playa
k0123.jpg,desconocido,desconocido,nada,playa
k0124.jpg,desconocido,desconocido,nada,playa
k0125.jpg,desconocido,desconocido,nada,playa
k0126.jpg,desconocido,desconocido,nada,aerea
k0127.jpg,desconocido,desconocido,nada,playa
k0128.jpg,desconocido,desconocido,nada,playa
k0129.jpg,desconocido,desconocido,nada,playa
k0130.jpg,desconocido,desconocido,nada,playa
k0131.jpg,desconocido,desconocido,nada,playa
k0132.jpg,desconocido,desconocido,nada,playa
k0133.jpg,desconocido,desconocido,nada,playa
k0134.jpg,desconocido,desconocido,nada,mar
k0135.jpg,desconocido,desconocido,nada,playa
k0136.jpg,desconocido,desconocido,nada,playa
k0137.jpg,desconocido,desconocido,nada,playa
k0138.jpg,desconocido,desconocido,nada,playa
k0139.jpg,desconocido,desconocido,nada,aerea
k0140.jpg,desconocido,desconocido,nada,aerea
k0141.jpg,desconocido,desconocido,nada,aerea
k0142.jpg,desconocido,desconocido,nada,aerea
k0143.jpg,desconocido,desconocido,nada,playa
k0144.jpg,desconocido,desconocido,nada,playa
k0148.jpg,desconocido,desconocido,nada,playa
k0149.jpg,desconocido,desconocido,nada,playa
k0150.jpg,desconocido,desconocido,nada,playa
k0151.jpg,desconocido,desconocido,nada,playa
k0152.jpg,desconocido,desconocido,nada,playa
k0153.jpg,desconocido,desconocido,nada,playa
k0154.jpg,desconocido,desconocido,bajo,playa
k0155.jpg,desconocido,desconocido,nada,playa
k0158.jpg,desconocido,desconocido,nada,playa
k0159.jpg,desconocido,desconocido,nada,playa
k0160.jpg,desconocido,desconocido,nada,playa
k0161.jpg,desconocido,desconocido,nada,playa
k0162.jpg,desconocido,desconocido,nada,playa
k0163.jpg,desconocido,desconocido,nada,playa
k0164.jpg,desconocido,desconocido,nada,playa
k0165.jpg,desconocido,desconocido,bajo,playa
k0166.jpg,desconocido,desconocido,nada,playa
k0167.jpg,desconocido,desconocido,nada,playa
k0170.jpg,desconocido,desconocido,nada,playa
k0171.jpg,desconocido,desconocido,nada,playa
k0172.jpg,desconocido,desconocido,nada,playa
k0173.jpg,desconocido,desconocido,nada,playa
k0174.jpg,desconocido,desconocido,nada,aerea
k0175.jpg,desconocido,desconocido,nada,playa
k0176.jpg,desconocido,desconocido,nada,playa
k0177.jpg,desconocido,desconocido,nada,playa
k0178.jpg,desconocido,desconocido,nada,playa
k0180.jpg,desconocido,desconocido,nada,playa
k0181.jpg,desconocido,desconocido,bajo,playa
k0182.jpg,desconocido,desconocido,bajo,playa
k0184.jpg,desconocido,desconocido,bajo,playa
k0185.jpg,desconocido,desconocido,bajo,playa
k0186.jpg,desconocido,desconocido,bajo,playa
k0187.jpg,desconocido,desconocido,nada,playa
k0188.jpg,desconocido,desconocido,nada,mar
k0189.jpg,desconocido,desconocido,bajo,playa
k0190.jpg,desconocido,desconocido,nada,playa
k0191.jpg,desconocido,desconocido,nada,playa
k0192.jpg,desconocido,desconocido,nada,playa
k0193.jpg,desconocido,desconocido,bajo,playa
k0197.jpg,desconocido,desconocido,bajo,playa
k0198.jpg,desconocido,desconocido,nada,playa
k0199.jpg,desconocido,desconocido,bajo,playa
k0200.jpg,desconocido,desconocido,nada,playa
k0201.jpg,desconocido,desconocido,nada,playa
k0202.jpg,desconocido,desconocido,nada,playa
k0203.jpg,desconocido,desconocido,nada,playa
k0204.jpg,desconocido,desconocido,nada,playa
k0205.jpg,desconocido,desconocido,nada,playa
k0206.jpg,desconocido,desconocido,nada,mar
k0207.jpg,desconocido,desconocido,nada,mar
k0208.jpg,desconocido,desconocido,nada,mar
k0209.jpg,desconocido,desconocido,nada,mar
k0210.jpg,desconocido,desconocido,nada,playa
k0211.jpg,desconocido,desconocido,nada,mar
k0212.jpg,desconocido,desconocido,nada,playa
k0213.jpg,desconocido,desconocido,nada,playa
k0214.jpg,desconocido,desconocido,nada,playa
k0215.jpg,desconocido,desconocido,nada,playa
k0216.jpg,desconocido,desconocido,nada,playa
k0217.jpg,desconocido,desconocido,nada,playa
k0218.jpg,desconocido,desconocido,nada,playa
k0219.jpg,desconocido,desconocido,nada,playa
k0220.jpg,desconocido,desconocido,nada,playa
k0224.jpg,desconocido,desconocido,nada,playa
k0226.jpg,desconocido,desconocido,nada,playa
k0227.jpg,desconocido,desconocido,nada,playa
k0228.jpg,desconocido,desconocido,nada,mar
k0229.jpg,desconocido,desconocido,nada,playa
k0230.jpg,desconocido,desconocido,nada,playa
k0231.jpg,desconocido,desconocido,nada,mar
k0232.jpg,desconocido,desconocido,nada,playa
k0233.jpg,desconocido,desconocido,nada,playa
k0235.jpg,desconocido,desconocido,bajo,playa
k0236.jpg,desconocido,desconocido,bajo,playa
k0237.jpg,desconocido,desconocido,nada,playa
k0238.jpg,desconocido,desconocido,nada,playa
k0239.jpg,desconocido,desconocido,bajo,playa
k0240.jpg,desconocido,desconocido,nada,playa
k0241.jpg,desconocido,desconocido,bajo,playa
k0242.jpg,desconocido,desconocido,bajo,playa
k0243.jpg,desconocido,desconocido,bajo,playa
k0244.jpg,desconocido,desconocido,bajo,playa
k0247.jpg,desconocido,desconocido,bajo,playa
k0248.jpg,desconocido,desconocido,nada,playa
k0249.jpg,desconocido,desconocido,nada,playa
k0250.jpg,desconocido,desconocido,nada,mar
k0251.jpg,desconocido,desconocido,nada,mar
k0252.jpg,desconocido,desconocido,nada,playa
k0253.jpg,desconocido,desconocido,nada,mar
k0254.jpg,desconocido,desconocido,nada,playa
k0255.jpg,desconocido,desconocido,nada,mar
k0256.jpg,desconocido,desconocido,nada,mar
k0257.jpg,desconocido,desconocido,nada,mar
k0258.jpg,desconocido,desconocido,nada,playa
k0259.jpg,desconocido,desconocido,nada,playa
k0260.jpg,desconocido,desconocido,nada,playa
k0261.jpg,desconocido,desconocido,nada,playa
k0262.jpg,desconocido,desconocido,nada,playa
k0264.jpg,desconocido,desconocido,nada,playa
k0265.jpg,desconocido,desconocido,bajo,playa
k0266.jpg,desconocido,desconocido,bajo,playa
k0267.jpg,desconocido,desconocido,bajo,playa
k0268.jpg,desconocido,desconocido,nada,playa
k0269.jpg,desconocido,desconocido,nada,playa
k0270.jpg,desconocido,desconocido,bajo,playa
k0271.jpg,desconocido,desconocido,nada,playa
k0272.jpg,desconocido,desconocido,nada,playa
k0273.jpg,desconocido,desconocido,nada,mar
k0274.jpg,desconocido,desconocido,nada,playa
k0275.jpg,desconocido,desconocido,nada,playa
k0276.jpg,desconocido,desconocido,nada,playa
k0277.jpg,desconocido,desconocido,nada,playa
k0278.jpg,desconocido,desconocido,nada,playa
k0279.jpg,desconocido,desconocido,nada,playa
k0280.jpg,desconocido,desconocido,nada,playa
k0281.jpg,desconocido,desconocido,nada,playa
k0282.jpg,desconocido,desconocido,nada,playa
k0283.jpg,desconocido,desconocido,nada,playa
k0284.jpg,desconocido,desconocido,nada,playa
k0285.jpg,desconocido,desconocido,nada,playa
k0286.jpg,desconocido,desconocido,nada,mar
k0287.jpg,desconocido,desconocido,bajo,playa
k0289.jpg,desconocido,desconocido,bajo,playa
k0290.jpg,desconocido,desconocido,bajo,playa
k0291.jpg,desconocido,desconocido,nada,playa
k0292.jpg,desconocido,desconocido,nada,playa
k0293.jpg,desconocido,desconocido,nada,playa
k0294.jpg,desconocido,desconocido,bajo,playa
k0295.jpg,desconocido,desconocido,nada,playa
k0296.jpg,desconocido,desconocido,bajo,playa
k0297.jpg,desconocido,desconocido,nada,playa
k0298.jpg,desconocido,desconocido,nada,playa
k0299.jpg,desconocido,desconocido,bajo,playa
k0300.jpg,desconocido,desconocido,bajo,playa
k0302.jpg,desconocido,desconocido,nada,mar
k0304.jpg,desconocido,desconocido,nada,mar
k0305.jpg,desconocido,desconocido,nada,mar
k0306.jpg,desconocido,desconocido,nada,mar
k0307.jpg,desconocido,desconocido,bajo,playa
k0308.jpg,desconocido,desconocido,bajo,playa
k0309.jpg,desconocido,desconocido,bajo,playa
k0310.jpg,desconocido,desconocido,moderado,aerea
k0311.jpg,desconocido,desconocido,nada,playa
k0312.jpg,desconocido,desconocido,nada,mar
k0313.jpg,desconocido,desconocido,nada,playa
k0314.jpg,desconocido,desconocido,nada,playa
k0315.jpg,desconocido,desconocido,nada,playa
k0316.jpg,desconocido,desconocido,nada,mar
k0317.jpg,desconocido,desconocido,nada,playa
k0318.jpg,desconocido,desconocido,nada,mar
k0319.jpg,desconocido,desconocido,nada,mar
k0322.jpg,desconocido,desconocido,nada,playa
k0324.jpg,desconocido,desconocido,bajo,playa
k0325.jpg,desconocido,desconocido,nada,mar
k0326.jpg,desconocido,desconocido,nada,mar
k0327.jpg,desconocido,desconocido,nada,playa
k0329.jpg,desconocido,desconocido,nada,mar
k0331.jpg,desconocido,desconocido,nada,playa
k0332.jpg,desconocido,desconocido,nada,playa
k0333.jpg,desconocido,desconocido,nada,playa
k0334.jpg,desconocido,desconocido,nada,playa
k0335.jpg,desconocido,desconocido,nada,panoramica
k0336.jpg,desconocido,desconocido,nada,mar
k0337.jpg,desconocido,desconocido,nada,playa
k0338.jpg,desconocido,desconocido,bajo,playa
k0339.jpg,desconocido,desconocido,nada,playa
k0340.jpg,desconocido,desconocido,nada,aerea
k0341.jpg,desconocido,desconocido,moderado,playa
k0342.jpg,desconocido,desconocido,moderado,playa
k0343.jpg,desconocido,desconocido,bajo,playa
k0344.jpg,desconocido,desconocido,bajo,playa
k0345.jpg,desconocido,desconocido,moderado,playa
k0346.jpg,desconocido,desconocido,nada,mar
k0347.jpg,desconocido,desconocido,moderado,playa
k0348.jpg,desconocido,desconocido,moderado,playa
k0349.jpg,desconocido,desconocido,nada,mar
k0350.jpg,desconocido,desconocido,bajo,playa
k0351.jpg,desconocido,desconocido,nada,playa
k0352.jpg,desconocido,desconocido,nada,playa
k0353.jpg,desconocido,desconocido,nada,playa
k0354.jpg,desconocido,desconocido,moderado,playa
k0355.jpg,desconocido,desconocido,bajo,playa
k0356.jpg,desconocido,desconocido,moderado,playa
k0357.jpg,desconocido,desconocido,nada,playa
k0358.jpg,desconocido,desconocido,nada,playa
k0359.jpg,desconocido,desconocido,moderado,playa
k0360.jpg,desconocido,desconocido,moderado,playa
k0361.jpg,desconocido,desconocido,moderado,playa
k0362.jpg,desconocido,desconocido,nada,playa
k0363.jpg,desconocido,desconocido,nada,playa
k0365.jpg,desconocido,desconocido,nada,playa
k0366.jpg,desconocido,desconocido,nada,playa
k0367.jpg,desconocido,desconocido,nada,playa
k0368.jpg,desconocido,desconocido,nada,playa
k0369.jpg,desconocido,desconocido,abundante,playa
k0370.jpg,desconocido,desconocido,nada,playa
k0371.jpg,desconocido,desconocido,abundante,playa
k0372.jpg,desconocido,desconocido,abundante,playa
k0373.jpg,desconocido,desconocido,excesivo,playa
k0374.jpg,desconocido,desconocido,abundante,playa
k0375.jpg,desconocido,desconocido,abundante,playa
k0376.jpg,desconocido,desconocido,abundante,playa
k0377.jpg,desconocido,desconocido,abundante,playa
k0378.jpg,desconocido,desconocido,nada,mar
k0379.jpg,desconocido,desconocido,nada,playa
k0380.jpg,desconocido,desconocido,bajo,playa
k0381.jpg,desconocido,desconocido,nada,mar
k0382.jpg,desconocido,desconocido,bajo,playa
k0383.jpg,desconocido,desconocido,nada,playa
k0384.jpg,desconocido,desconocido,excesivo,playa
k0385.jpg,desconocido,desconocido,abundante,playa
k0386.jpg,desconocido,desconocido,abundante,playa
k0387.jpg,desconocido,desconocido,bajo,playa
k0388.jpg,desconocido,desconocido,bajo,playa
k0391.jpg,desconocido,desconocido,bajo,playa
k0392.jpg,desconocido,desconocido,nada,playa
k0393.jpg,desconocido,desconocido,abundante,playa
k0394.jpg,desconocido,desconocido,abundante,playa
k0395.jpg,desconocido,desconocido,abundante,playa
k0396.jpg,desconocido,desconocido,abundante,playa
k0397.jpg,desconocido,desconocido,bajo,playa
k0398.jpg,desconocido,desconocido,abundante,playa
k0399.jpg,desconocido,desconocido,bajo,playa
k0400.jpg,desconocido,desconocido,nada,playa
k0401.jpg,desconocido,desconocido,nada,playa
k0402.jpg,desconocido,desconocido,nada,playa
k0403.jpg,desconocido,desconocido,nada,playa
k0404.jpg,desconocido,desconocido,nada,playa
k0405.jpg,desconocido,desconocido,moderado,playa
k0406.jpg,desconocido,desconocido,moderado,playa
k0407.jpg,desconocido,desconocido,moderado,playa
k0408.jpg,desconocido,desconocido,nada,playa
k0410.jpg,desconocido,desconocido,moderado,playa
k0412.jpg,desconocido,desconocido,bajo,playa
k0413.jpg,desconocido,desconocido,moderado,playa
k0414.jpg,desconocido,desconocido,nada,playa
k0415.jpg,desconocido,desconocido,nada,playa
k0416.jpg,desconocido,desconocido,moderado,playa
k0417.jpg,desconocido,desconocido,bajo,playa
k0418.jpg,desconocido,desconocido,moderado,playa
